1	678	543
2	733	546
3	748	536
4	772	549
5	804	560
6	804	587
7	816	611
8	789	604
9	769	601
10	743	577
11	776	573
12	830	556
13	882	556
14	927	556
15	927	591
16	882	604
17	907	622
18	842	615
19	860	591
20	825	591
21	890	584
22	880	477
23	900	429
24	927	433
25	930	474
26	910	505
27	932	518
28	913	532
29	893	529
30	870	501
31	910	467
32	767	488
33	806	460
34	830	457
35	825	484
36	817	522
37	801	522
38	762	525
39	726	518
40	748	501
41	791	494
42	703	505
43	716	491
44	733	484
45	776	460
46	753	464
47	723	467
48	704	467
49	709	419
50	724	439
51	756	433
52	774	433
53	764	409
54	746	419
55	726	412
56	726	384
57	693	374
58	809	402
59	821	426
60	839	422
61	854	409
62	869	398
63	923	398
64	912	360
65	889	378
66	852	381
67	834	364
68	827	395
69	792	398
70	776	391
71	751	395
72	709	381
73	728	360
74	884	347
75	857	354
76	817	367
77	842	343
78	809	347
79	845	319
80	791	333
81	797	302
82	835	295
83	819	247
84	882	309
85	864	288
86	849	268
87	834	261
88	801	230
89	777	216
90	791	364
91	774	364
92	762	347
93	726	333
94	713	343
95	683	323
96	696	350
97	701	299
98	703	326
99	749	326
100	774	326
101	781	299
102	724	257
103	728	292
104	744	223
105	741	182
106	607	525
107	603	494
108	590	484
109	580	498
110	600	467
111	577	470
112	544	457
113	535	443
114	603	436
115	563	436
116	547	426
117	529	422
118	612	405
119	592	402
120	542	391
121	519	391
122	603	388
123	585	378
124	563	350
125	512	371
126	617	367
127	600	364
128	607	323
129	597	340
130	580	343
131	563	330
132	549	340
133	524	350
134	476	357
135	510	323
136	492	336
137	432	402
138	457	388
139	482	464
140	459	467
141	447	453
142	419	419
143	403	436
144	384	436
145	447	412
146	408	398
147	374	381
148	378	409
149	398	340
150	411	371
151	427	378
152	383	350
153	575	539
154	590	518
155	554	546
156	547	512
157	537	525
158	525	549
159	507	549
160	507	525
161	497	512
162	524	491
163	517	464
164	504	481
165	502	402
166	489	443
167	467	450
168	437	470
169	467	419
170	447	433
171	432	439
172	685	488
173	661	488
174	673	457
175	690	429
176	646	429
177	678	398
178	658	388
179	640	384
180	651	360
181	678	350
182	633	340
183	651	316
184	633	305
185	615	295
186	592	309
187	570	302
188	547	309
189	612	268
190	572	275
191	524	305
192	530	281
193	534	250
194	549	271
195	567	247
196	552	230
197	532	216
198	500	268
199	517	261
200	602	230
201	507	237
202	573	213
203	507	202
204	550	199
205	660	292
206	683	292
207	701	268
208	685	244
209	665	261
210	623	240
211	641	223
212	668	220
213	701	220
214	685	192
215	457	343
216	444	316
217	427	343
218	423	309
219	491	309
220	464	302
221	439	285
222	394	305
223	399	275
224	432	254
225	456	271
226	479	271
227	466	250
228	359	398
229	346	371
230	336	350
231	316	367
232	296	381
233	275	374
234	277	347
235	288	326
236	318	305
237	296	350
238	313	336
239	340	319
240	363	316
241	388	244
242	381	216
243	343	213
244	361	220
245	363	247
246	345	257
247	363	278
248	303	292
249	282	299
250	268	316
251	252	340
252	238	299
253	492	226
254	471	223
255	439	230
256	411	244
257	413	216
258	456	209
259	476	185
260	431	192
261	427	158
262	396	178
263	373	182
264	350	182
265	363	154
266	323	275
267	325	250
268	290	275
269	260	288
270	260	257
271	277	254
272	265	230
273	298	250
274	308	206
275	328	220
276	325	182
277	313	154
278	290	202
279	268	206
280	255	185
281	237	257
282	187	299
283	159	281
284	131	268
285	139	247
286	160	250
287	187	268
288	245	230
289	243	206
290	242	175
291	252	161
292	273	158
293	265	134
294	248	134
295	233	151
296	290	147
297	290	123
298	268	110
299	243	116
300	224	116
301	233	89
302	265	79
303	298	86
304	291	65
305	303	44
306	265	44
307	248	44
308	227	44
309	255	10
310	378	144
311	335	144
312	315	130
313	306	116
314	345	110
315	366	116
316	388	116
317	406	137
318	409	116
319	374	92
320	364	68
321	320	92
322	333	51
323	363	48
324	635	646
325	615	649
326	610	622
327	598	604
328	550	622
329	554	653
330	580	646
331	631	683
332	583	673
333	607	735
334	555	683
335	547	721
336	583	762
337	563	745
338	534	749
339	535	787
340	514	762
341	514	790
342	495	783
343	673	694
344	651	687
345	650	714
346	643	742
347	675	732
348	675	766
349	643	769
350	656	787
351	615	773
352	636	804
353	598	807
354	622	845
355	598	845
356	560	817
357	563	852
358	587	876
359	555	890
360	520	890
361	504	903
362	525	835
363	494	852
364	457	862
365	457	896
366	431	924
367	399	896
368	411	921
369	419	948
370	363	921
371	378	951
372	359	986
373	315	962
374	333	979
375	263	962
376	285	993
377	233	996
378	169	965
379	169	1000
380	476	797
381	426	800
382	426	769
383	376	783
384	398	821
385	330	783
386	341	824
387	293	790
388	272	780
389	306	845
390	316	886
391	273	893
392	248	824
393	207	838
394	204	896
395	172	896
396	200	927
397	170	934
398	529	653
399	527	618
400	524	591
401	504	604
402	510	625
403	510	653
404	494	653
405	491	625
406	471	646
407	464	670
408	454	649
409	442	628
410	421	622
411	411	642
412	432	659
413	419	677
414	399	659
415	386	632
416	378	656
417	383	683
418	529	677
419	510	680
420	529	707
421	515	732
422	510	707
423	491	683
424	474	690
425	477	718
426	494	714
427	495	749
428	482	762
429	479	742
430	461	728
431	454	690
432	442	718
433	446	742
434	464	752
435	411	735
436	409	694
437	363	683
438	346	701
439	351	728
440	363	756
441	346	752
442	331	732
443	313	762
444	308	735
445	308	711
446	293	718
447	270	718
448	278	749
449	252	776
450	230	793
451	240	752
452	250	721
453	180	714
454	217	745
455	209	787
456	160	787
457	182	756
458	156	718
459	320	639
460	305	656
461	291	677
462	272	677
463	278	646
464	257	615
465	238	618
466	250	663
467	233	718
468	235	687
469	207	718
470	214	656
471	214	635
472	195	625
473	177	625
474	177	601
475	154	611
476	177	653
477	174	683
478	149	666
479	151	690
480	487	532
481	491	560
482	500	584
483	481	584
484	469	598
485	457	615
486	442	598
487	434	584
488	466	560
489	464	532
490	444	539
491	418	549
492	403	570
493	418	598
494	399	618
495	401	594
496	384	536
497	384	604
498	383	584
499	366	584
500	368	611
501	429	512
502	403	498
503	393	470
504	363	488
505	363	457
506	363	426
507	333	398
508	311	398
509	325	422
510	315	484
511	340	474
512	350	532
513	341	508
514	321	529
515	353	594
516	340	580
517	335	628
518	305	580
519	318	570
520	300	505
521	298	457
522	285	443
523	277	405
524	257	426
525	255	474
526	233	494
527	215	464
528	224	415
529	238	402
530	255	384
531	210	402
532	240	374
533	233	347
534	230	323
535	215	343
536	190	347
537	187	398
538	199	422
539	192	457
540	164	460
541	141	460
542	268	536
543	268	580
544	243	584
545	243	549
546	222	577
547	225	529
548	190	529
549	190	580
550	207	604
551	162	584
552	164	529
553	162	498
554	149	484
555	129	518
556	129	577
557	104	549
558	104	477
559	69	443
560	34	443
561	34	491
